TN Code,MC,LC,TN Raise Date,Exchange Type,Organization Name,Organization Type,Business Type,Issue Type,Earliest Start Date,Latest End Date,Internship Focus,Primary fow,Background in primary field of work,secondary fow,Background in secondary field of work,Languages,Skills,Workfield,Master Issues,Sub Issues,Link,entry_id
TN-In-BE-MC-2014-2013,BELGIUM,BELGIUM,20-01-2014-05:35:55 PM,Global Internship,ETEX Group,Company,Construction,,04-06-2014,04-29-2015,-,Human Resources, Advanced HR management,Information Technology, Database Management," English(Excellent), German(Native), Romanian(Native), Slavic (Bosnian, Serbian, Croatian)(Excellent), Polish(Excellent), Slovenian(Excellent), Czech(Excellent), Slovak(Excellent)","Windows Operating Systems,PC User Skills,Internet User Skills,Microsoft Access,Oracle,Baan,PeopleSoft,SAP,Microsoft Business Solution,Salesforce,Siebel,Oracle,Client Servicing Skills","Information Technology,Human Resources",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100225505,1095
TN-In-BE-MC-2014-2006,BELGIUM,BELGIUM,08-01-2014-03:12:04 PM,Global Internship,Guardian  Industries,Company,Automotive & Transport,,03-02-2014,03-09-2015,-,Marketing," Advertising + Public Relations, Retail + Sales Marketing",Communication & Journalism," Public Relations, Journalism", English(Native),"HTML,Presentation skills,Marketing / Selling skills,PC User Skills,Internet User Skills","Marketing,Communication & Journalism",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100224227,1569
TN-In-LU-MC-2014-2051,BELGIUM,BELGIUM,18-03-2014-01:39:53 PM,Global Internship,Guardian  Industries,Company,Automotive & Transport,,02-02-2014,02-27-2015,-,Finance," International Financial Management, Financial Planning + Budgeting, Introductory Finance",-,-," English(Excellent), French(Good), German(Good)","PC User Skills,Internet User Skills",Finance,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100236481,1570
TN-In-BE-MC-2013-1991,BELGIUM,BELGIUM,25-11-2013-01:03:37 PM,Global Internship,Ucamco,Company,Engineering,,12-31-2013,01-30-2015,-,Engineering," Industrial Engineering, Electrical Engineering, Electronics Engineering","Information Technology,Other Technical Subjects",-," Dutch(Good), English(Excellent), Japanese(Excellent)","Driver's licence,PC User Skills,Internet User Skills","Information Technology,Other Technical Subjects,Engineering",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100218166,2128
TN-In-BE-MC-2014-2043,BELGIUM,BELGIUM,17-03-2014-08:00:19 PM,Global Internship,Agile Wings,Company,"Internet, ISP, Portals or Data processing",,05-04-2014,12-30-2015,-,Business Administration," Corporate Community Engagement, Organisation Management + Planning, Project Management","Marketing,Human Resources"," Recruitment and Allocation, Training and Development", English(Excellent),"Organisational Management,Team Management,Project Management,Training/ Facilitating skills,Leadership skills,Presentation skills,Financial Management skills,Marketing / Selling skills","Business Administration,Marketing,Human Resources",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100236184,2840
TN-In-BE-MC-2014-2045,BELGIUM,BELGIUM,17-03-2014-09:22:44 PM,Global Internship,Agile Wings,Company,"Internet, ISP, Portals or Data processing",,05-04-2014,12-30-2015,-,Marketing," Brand & Trademark Management, Market Research & Evaluation, Advertising + Public Relations, Customer Relationship Management, International Marketing, Consumer + Buyer Behaviour",-,-, English(Excellent),"Organisational Management,Team Management,Project Management,Training/ Facilitating skills,Leadership skills,Presentation skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Client Servicing Skills",Marketing,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100236190,2841
TN-In-BE-MC-2014-2046,BELGIUM,BELGIUM,17-03-2014-10:03:21 PM,Global Internship,Agile Wings,Company,"Internet, ISP, Portals or Data processing",,05-04-2014,12-30-2015,-,Business Administration," Organisation Management + Planning, Project Management","Marketing,Human Resources"," Recruitment and Allocation, International Marketing, Customer Relationship Management", English(Excellent),"Organisational Management,Team Management,Project Management,Training/ Facilitating skills,Leadership skills,Financial Management skills,Marketing / Selling skills,PC User Skills,Internet User Skills","Business Administration,Marketing,Human Resources",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100236199,2842
TN-In-BE-MC-2014-2060,BELGIUM,BELGIUM,07-04-2014-12:18:26 AM,Global Internship,GSK - GlaxoSmithKline,Company,Pharmaceuticals,,08-31-2014,02-28-2016,-,Nature & Life Science," Medicine & Healthcare, Biochemistry, Process Engineering / Bioprocess, Biology",Other Technical Subjects,-," English(Excellent), French(Good)","Project Management,Leadership skills,Presentation skills,PC User Skills,Internet User Skills","Other Technical Subjects,Nature & Life Science",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100243395,3074
TN-In-BE-MC-2014-2066,BELGIUM,BELGIUM,24-04-2014-05:30:34 PM,Global Internship,Brown Brothers Harriman,Company,Financial Services,,06-01-2014,08-30-2015,-,Finance," Risk Management, International Financial Management, Banking, Investment Management + Security Analysis, Financial Planning + Budgeting",-,-," English(Excellent), German(Excellent)","Project Management,Presentation skills,Financial Management skills,PC User Skills,Internet User Skills,Client Servicing Skills",Finance,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100249175,3275
TN-In-LU-MC-2014-2067,BELGIUM,BELGIUM,24-04-2014-05:54:47 PM,Global Internship,Brown Brothers Harriman,Company,Financial Services,,06-01-2014,08-30-2015,-,Finance," Risk Management, International Financial Management, Banking, Investment Management + Security Analysis, Financial Planning + Budgeting",-,-, English(Excellent),"Project Management,Presentation skills,Financial Management skills,PC User Skills,Internet User Skills,Client Servicing Skills",Finance,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100249176,3276
TN-In-BE-LL-2014-1248,BELGIUM,AIESEC LOUVAIN LA NEUVE,18-02-2014-05:09:48 PM,Global Internship,Eurodad (European Network on Debt & Development) ASBL,Non Profit Organization,Financial Services,,02-28-2014,08-29-2015,-,Accounting," Purchasing, Managerial accounting",-,-," English(Excellent), French(Good), Spanish(Good)","Windows Operating Systems,PC User Skills,Internet User Skills,MS Exchange",Accounting,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100229832,10695
TN-In-BJ-EN-2013-246,BENIN,AIESEC ENEAM,06-08-2013-05:02:52 PM,Global Internship,AMERITECH,Educational Institution,Education (Others),,03-31-2014,08-29-2014,-,Teaching & Language Education," Foreign Languages Education, Linguistics, Advanced Teaching",-,-," English(Native), French(Basic)","Windows Operating Systems,Training/ Facilitating skills,Leadership skills,Presentation skills,PC User Skills,Internet User Skills,Language Teaching",Teaching & Language Education,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100198602,3781
TN-In-BO-EM-2013-1305,BOLIVIA,AIESEC LA PAZ,13-08-2013-06:33:22 AM,Global Internship,X-10 Arquitectura,Company,Architecture and Design,,08-31-2013,08-31-2014,-,Arts & Architecture, Architecture,Other Technical Subjects, Construction," English(Good), Spanish(Excellent)","Windows Operating Systems,Team Management,Project Management,Marketing / Selling skills,PC User Skills,Internet User Skills,3D Max,Auto-CAD,Photoshop,Construction Engineering,Technology of Building Materials,Construction Management,Renewable Energies,Ecology","Other Technical Subjects,Arts & Architecture",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100199217,1640
TN-In-BO-MC-2014-1211,BOLIVIA,BOLIVIA,14-03-2014-11:19:45 PM,Global Internship,CIMCO,Company,Construction,,03-31-2014,09-29-2014,-,Business Administration,-,Marketing," Introductory Marketing, Advertising + Public Relations, Retail + Sales Marketing, Market Research & Evaluation", Spanish(Excellent),"Team Management,Project Management,Presentation skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Construction Management","Business Administration,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100235482,2820
TN-In-BO-MC-2014-1213,BOLIVIA,BOLIVIA,24-03-2014-03:20:16 PM,Global Internship,Interactiva Cochabamba,Company,"Advertising, Public Relations or Marketing",,03-31-2014,02-29-2016,-,Communication & Journalism,-,Marketing," Brand & Trademark Management, Advertising + Public Relations, Customer Relationship Management, Introductory Marketing"," English(Basic), Spanish(Excellent)","Organisational Management,X-Windows,MacOS,Team Management,Project Management,Training/ Facilitating skills,Leadership skills,Presentation skills,Marketing / Selling skills,PC User Skills,Mac User Skills,Internet User Skills,3D Max,Adobe,Photoshop,Shockwave Flash,Client Servicing Skills","Marketing,Communication & Journalism",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100238483,2892
TN-In-BO-SC-2014-78,BOLIVIA,AIESEC SANTA CRUZ,21-04-2014-06:58:54 AM,Global Internship,CEMTER,Company,Human Resource Services,,04-27-2014,12-21-2014,-,Human Resources," Training and Development, Personal Evaluation, Introductory HR management, Organisational Behaviour, Recruitment and Allocation","Teaching & Language Education,Marketing", Advertising + Public Relations," English(Good), Spanish(Excellent)","Team Management,Training/ Facilitating skills,Presentation skills,Marketing / Selling skills,Language Teaching,Client Servicing Skills","Teaching & Language Education,Marketing,Human Resources",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100247960,3213
TN-In-BO-MC-2014-1214,BOLIVIA,BOLIVIA,03-05-2014-01:22:50 AM,Global Internship,Caramelos Watts,Company,Food & Beverages,,05-04-2014,06-29-2014,-,Marketing," Market Research & Evaluation, Advertising + Public Relations, Retail + Sales Marketing, Consumer + Buyer Behaviour",Human Resources,-," English(Good), Spanish(Excellent)","Organisational Management,UNIX/Linux OS,Windows Operating Systems,Team Management,Training/ Facilitating skills,Leadership skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Auto-CAD,Photoshop,Client Servicing Skills","Marketing,Human Resources",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100251903,3385
TN-In-BO-SS-2014-1410,BOLIVIA,AIESEC COCHABAMBA,14-03-2014-03:11:22 AM,Global Internship,Fundación SODIS,Foundation,Social and Community Services,,05-04-2014,05-04-2015,-,Engineering, Civil Engineering,-,-, Spanish(Good),"Community Development,Team Management,Project Management,Auto-CAD,Waste & Water Management,Ecology",Engineering,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100235365,22885
TN-In-BR-CT-2013-1556,BRAZIL,AIESEC CURITIBA,03-07-2013-04:07:33 PM,Global Internship,ELECTROLUX,Company,Consumer Prod. Manufacturers,,09-01-2013,09-01-2014,-,Engineering," Electronics Engineering, Chemical Engineering, Mechanical Engineering, Electrical Engineering",Other Technical Subjects,-," Chinese, Mandarin(Native), English(Excellent)","PC User Skills,Internet User Skills","Other Technical Subjects,Engineering",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100194907,37
TN-In-BR-RC-2014-1447,BRAZIL,AIESEC RECIFE,29-01-2014-06:26:53 PM,Global Internship,CESAR,Company,"Computer Services, Hardware & Software",,04-20-2014,12-19-2014,-,Business Administration,-,"Marketing,Engineering"," Introductory Marketing, Brand & Trademark Management"," English(Excellent), Portuguese(Basic), Spanish(Basic)","PC User Skills,Internet User Skills","Business Administration,Marketing,Engineering",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100226407,165
TN-In-BR-RC-2014-1448,BRAZIL,AIESEC RECIFE,29-01-2014-06:40:57 PM,Global Internship,CESAR,Company,"Computer Services, Hardware & Software",,04-20-2014,12-19-2014,-,Business Administration,-,"Marketing,Engineering"," Introductory Marketing, Brand & Trademark Management"," English(Excellent), Portuguese(Basic), Spanish(Basic)","PC User Skills,Internet User Skills","Business Administration,Marketing,Engineering",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100226411,166
TN-In-BR-DF-2014-1527,BRAZIL,AIESEC BRASILIA,08-01-2014-08:01:53 PM,Global Internship,Link Data Informática,Company,Business Services,,01-07-2014,12-13-2014,-,Information Technology," Mobile Applications, Web Development and Management, Software Development and Programming, Mobile Technology, Database Management, Systems Analysis and Design",-,-," English(Basic), Portuguese(Basic), Spanish(Native)","HTML,Java,Oracle,Javascript,SQL,Jscript,MySQL,Ajax",Information Technology,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100224240,189
TN-In-BR-DF-2014-1528,BRAZIL,AIESEC BRASILIA,08-01-2014-08:13:22 PM,Global Internship,Link Data Informática,Company,Business Services,,01-07-2014,12-13-2014,-,Information Technology," Mobile Applications, Web Development and Management, Software Development and Programming, Mobile Technology, Database Management, Systems Analysis and Design",-,-," English(Basic), Portuguese(Basic), Spanish(Native)","HTML,Java,Oracle,Javascript,SQL,Jscript,MySQL,Ajax",Information Technology,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100224241,190
TN-In-BR-RC-2014-1558,BRAZIL,AIESEC RECIFE,14-03-2014-03:10:58 AM,Global Internship,Pitang Consultoria e Sistemas S/A,Company,"Computer Services, Hardware & Software",,05-04-2014,12-30-2014,-,Information Technology," Mobile Applications, Web Development and Management, Software Development and Programming, Mobile Technology, Database Management, Systems Analysis and Design",-,-," English(Native), Portuguese(Basic), Spanish(Native)","UNIX/Linux OS,Windows Operating Systems,C++,HTML,Java,PC User Skills,Internet User Skills,DB/2,Microsoft SQL Server,Oracle,Sybase,Database Design and Development Tools,Javascript,SQL,C#,PHP,PostgreSQL,MySQL,CSS,Ruby",Information Technology,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100235364,307
TN-In-BR-SP-2014-2122,BRAZIL,AIESEC USP,31-03-2014-02:22:47 AM,Global Internship,NEP Santander,Company,Banking,,05-11-2014,05-11-2015,-,Marketing," Retail + Sales Marketing, Customer Relationship Management","Economics,Finance"," Financial Planning + Budgeting, Introductory Economics"," English(Excellent), Spanish(Native)","Organisational Management,Team Management,Project Management,Leadership skills,Presentation skills,Financial Management skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Client Servicing Skills","Economics,Finance,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100240707,316
